공종,작업명,단위작업명,기인물,사고건수,단위작업명전체건수,비중(%)
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",개구부(기타개구부),1,17,5.9
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",기타구조물,1,17,5.9
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",분류불능,1,17,5.9
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반","철근콘크리트자재(철근,콘크리트,PC)",1,17,5.9
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",트럭,1,17,5.9
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,고소작업대,1,17,5.9
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,이동식크레인,1,17,5.9
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,트럭,1,17,5.9
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,흙막이가시설,12,16,75.0
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,비계,10,16,62.5
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,계단,3,16,18.8
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,굴착기,1,16,6.2
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,암석,1,16,6.2
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,이동식크레인,1,16,6.2
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,철골(철골자재),1,16,6.2
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,바닥(바닥에 걸려 넘어짐),1,16,6.2
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,용접(단)기,1,16,6.2
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,화학물질,1,16,6.2
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반","기타자재(내부마감재,시멘트,마대)",3,15,20.0
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",고소작업대,2,15,13.3
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",리프트,2,15,13.3
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",지게차,2,15,13.3
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반","각재(파이프,강관,합판)",1,15,6.7
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",계단,1,15,6.7
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",기타건설장비,1,15,6.7
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",분류불능,1,15,6.7
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",이동식비계,1,15,6.7
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",화학물질,1,15,6.7
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,화학물질,4,13,30.8
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",비계,4,13,30.8
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,슬라브단부,3,13,23.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",계단,3,13,23.1
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,개구부(기타개구부),2,13,15.4
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,"각재(파이프,강관,합판)",1,13,7.7
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,계단,1,13,7.7
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,분류불능,1,13,7.7
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,외부마감재,1,13,7.7
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",고소작업대,1,13,7.7
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",기타건설장비,1,13,7.7
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반","기타자재(내부마감재,시멘트,마대)",1,13,7.7
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",리프트,1,13,7.7
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",슬라브단부,1,13,7.7
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",지게차,1,13,7.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",굴착기,2,12,16.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",이동식크레인,2,12,16.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",개구부(바닥개구부),1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",기계설비,1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반","기타자재(내부마감재,시멘트,마대)",1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",리프트,1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",사다리,1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",전주,1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반","지붕(처마,홈통)",1,12,8.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",화학물질,1,12,8.3
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),작업발판/가설계단,8,11,72.7
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",물,6,11,54.5
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",비계,5,11,45.5
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,기계설비,4,11,36.4
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),비계,2,11,18.2
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,엘리베이터피트,2,11,18.2
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",굴착기,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",기타건설장비,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",용접(단)기,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",이동식크레인,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",절단기/톱,1,11,9.1
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),개구부(바닥개구부),1,11,9.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",달비계,1,11,9.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",말비계,1,11,9.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",사다리,1,11,9.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",슬라브단부,1,11,9.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",외부마감재,1,11,9.1
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",작업발판/가설계단,1,11,9.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,개구부(기타개구부),1,11,9.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,개구부(바닥개구부),1,11,9.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,굴착기,1,11,9.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,기타건설기계기구,1,11,9.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,작업발판/가설계단,1,11,9.1
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,8,9,88.9
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,천공기/항타기,5,9,55.6
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,개구부(기타개구부),1,9,11.1
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,굴착기,1,9,11.1
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,이동식크레인,1,9,11.1
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,토사,1,9,11.1
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),분류불능,1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공","각재(파이프,강관,합판)",1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공",고소작업대,1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공",기계설비,1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공",기타건설기계기구,1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공","기타자재(내부마감재,시멘트,마대)",1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공",리프트,1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공",사다리,1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공","지붕(채광판,선라이트)",1,9,11.1
4. 마감공사,4.5 금속 및 잡철물 작업,"4.5.1 금속 및 잡철물 자재반입, 가공",천장(판넬 등 마감재),1,9,11.1
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.4 거푸집 동바리 인양,거푸집,5,8,62.5
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.4 거푸집 동바리 인양,"각재(파이프,강관,합판)",1,8,12.5
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.4 거푸집 동바리 인양,비계,1,8,12.5
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.4 거푸집 동바리 인양,작업발판/가설계단,1,8,12.5
4. 마감공사,4.4 도장작업,4.4.1 도장 면처리,달비계,4,7,57.1
2. 철근콘크리트공사,2.3 철근 작업,2.3.1 철근 반입,굴착기,3,7,42.9
2. 철근콘크리트공사,2.3 철근 작업,2.3.1 철근 반입,지게차,2,7,28.6
2. 철근콘크리트공사,2.3 철근 작업,2.3.1 철근 반입,"철근콘크리트자재(철근,콘크리트,PC)",2,7,28.6
4. 마감공사,4.4 도장작업,4.4.1 도장 면처리,계단,1,7,14.3
4. 마감공사,4.4 도장작업,4.4.1 도장 면처리,사다리,1,7,14.3
4. 마감공사,4.4 도장작업,4.4.1 도장 면처리,"지붕(처마,홈통)",1,7,14.3
12. 공통공사,12.5 양중기 작업,12.5.2 양중기(리프트),리프트,5,6,83.3
12. 공통공사,12.2 안전가시설 작업,12.2.1 안전가시설(개구부),개구부(바닥개구부),4,6,66.7
1. 토공사,1.4 되메움 작업,1.4.1 토사반입 및 되메움 실시,트럭,3,6,50.0
11. 기타 토목공사,11.1 부대 토목 작업,11.1.2 부대토목 구내포장,굴착기,3,6,50.0
12. 공통공사,12.2 안전가시설 작업,12.2.7 안전가시설(가설통로 또는 가설계단),작업발판/가설계단,3,6,50.0
4. 마감공사,4.6 창호 및 유리 작업,"4.6.1 창호 및 유리 자재반입, 가공, 운반",고소작업대,3,6,50.0
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,11.3.2 지장물 이설,굴착기,2,6,33.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,11.3.2 지장물 이설,전주,2,6,33.3
12. 공통공사,12.2 안전가시설 작업,12.2.7 안전가시설(가설통로 또는 가설계단),사다리,2,6,33.3
4. 마감공사,4.6 창호 및 유리 작업,"4.6.1 창호 및 유리 자재반입, 가공, 운반","기타자재(내부마감재,시멘트,마대)",2,6,33.3
1. 토공사,1.4 되메움 작업,1.4.1 토사반입 및 되메움 실시,굴착기,1,6,16.7
1. 토공사,1.4 되메움 작업,1.4.1 토사반입 및 되메움 실시,암석,1,6,16.7
1. 토공사,1.4 되메움 작업,1.4.1 토사반입 및 되메움 실시,철골(철골자재),1,6,16.7
11. 기타 토목공사,11.1 부대 토목 작업,11.1.2 부대토목 구내포장,기타건설장비,1,6,16.7
11. 기타 토목공사,11.1 부대 토목 작업,11.1.2 부대토목 구내포장,슬라브단부,1,6,16.7
11. 기타 토목공사,11.1 부대 토목 작업,11.1.2 부대토목 구내포장,트럭,1,6,16.7
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,11.3.2 지장물 이설,충전부,1,6,16.7
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,11.3.2 지장물 이설,화학물질,1,6,16.7
12. 공통공사,12.2 안전가시설 작업,12.2.1 안전가시설(개구부),개구부(기타개구부),1,6,16.7
12. 공통공사,12.2 안전가시설 작업,12.2.1 안전가시설(개구부),엘리베이터피트,1,6,16.7
12. 공통공사,12.2 안전가시설 작업,12.2.7 안전가시설(가설통로 또는 가설계단),흙막이가시설,1,6,16.7
12. 공통공사,12.5 양중기 작업,12.5.2 양중기(리프트),기계설비,1,6,16.7
4. 마감공사,4.6 창호 및 유리 작업,"4.6.1 창호 및 유리 자재반입, 가공, 운반",비계,1,6,16.7
8. 교량공사,8.2 강교 설치 작업,8.2.1 강교 부재 조립,개구부(기타개구부),1,6,16.7
8. 교량공사,8.2 강교 설치 작업,8.2.1 강교 부재 조립,거푸집,1,6,16.7
8. 교량공사,8.2 강교 설치 작업,8.2.1 강교 부재 조립,기타건설장비,1,6,16.7
8. 교량공사,8.2 강교 설치 작업,8.2.1 강교 부재 조립,비계,1,6,16.7
8. 교량공사,8.2 강교 설치 작업,8.2.1 강교 부재 조립,작업발판/가설계단,1,6,16.7
8. 교량공사,8.2 강교 설치 작업,8.2.1 강교 부재 조립,"철근콘크리트자재(철근,콘크리트,PC)",1,6,16.7
11. 기타 토목공사,11.2 가설도로 작업,11.2.1 가설도로 벌목 및 표토 제거,수목,4,5,80.0
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.4 갱폼 해체, 반출",비계(일체형비계),4,5,80.0
7. 도로 및 포장공사,7.1 포장 작업,7.1.1 포장 장비 반입,트럭,4,5,80.0
9. 터널공사,9.2 터널 굴착 작업,9.2.2 터널 버널처리,암석,3,5,60.0
1. 토공사,1.2 흙막이 지보공 작업,1.2.1 흙막이 지보공 자재반입,굴착기,2,5,40.0
1. 토공사,1.2 흙막이 지보공 작업,1.2.1 흙막이 지보공 자재반입,기초파일,1,5,20.0
1. 토공사,1.2 흙막이 지보공 작업,1.2.1 흙막이 지보공 자재반입,이동식크레인,1,5,20.0
1. 토공사,1.2 흙막이 지보공 작업,1.2.1 흙막이 지보공 자재반입,흙막이가시설,1,5,20.0
1. 토공사,1.4 되메움 작업,1.4.2 되메움 토사다짐,굴착기,1,5,20.0
1. 토공사,1.4 되메움 작업,1.4.2 되메움 토사다짐,분류불능,1,5,20.0
1. 토공사,1.4 되메움 작업,1.4.2 되메움 토사다짐,철골(철골자재),1,5,20.0
1. 토공사,1.4 되메움 작업,1.4.2 되메움 토사다짐,토사,1,5,20.0
1. 토공사,1.4 되메움 작업,1.4.2 되메움 토사다짐,트럭,1,5,20.0
11. 기타 토목공사,11.2 가설도로 작업,11.2.1 가설도로 벌목 및 표토 제거,트럭,1,5,20.0
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.4 갱폼 해체, 반출",비계,1,5,20.0
7. 도로 및 포장공사,7.1 포장 작업,7.1.1 포장 장비 반입,기타구조물,1,5,20.0
9. 터널공사,9.2 터널 굴착 작업,9.2.2 터널 버널처리,기타건설장비,1,5,20.0
9. 터널공사,9.2 터널 굴착 작업,9.2.2 터널 버널처리,토사,1,5,20.0
1. 토공사,1.1 굴착 작업,1.1.1 굴착 장비반입,굴착기,2,4,50.0
12. 공통공사,12.2 안전가시설 작업,"12.2.10 안전가시설(휀스, 안전난간)",철골(철골자재),2,4,50.0
12. 공통공사,12.2 안전가시설 작업,12.2.6 안전가시설(추락방지망),방망,2,4,50.0
1. 토공사,1.1 굴착 작업,1.1.1 굴착 장비반입,개구부(기타개구부),1,4,25.0
1. 토공사,1.1 굴착 작업,1.1.1 굴착 장비반입,이동식크레인,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,10.1.1 준설매립 등,슬라브단부,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,10.1.1 준설매립 등,원인미상,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,10.1.1 준설매립 등,트럭,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,10.1.1 준설매립 등,화학물질,1,4,25.0
12. 공통공사,12.2 안전가시설 작업,"12.2.10 안전가시설(휀스, 안전난간)",비계,1,4,25.0
12. 공통공사,12.2 안전가시설 작업,"12.2.10 안전가시설(휀스, 안전난간)",사다리,1,4,25.0
12. 공통공사,12.2 안전가시설 작업,12.2.6 안전가시설(추락방지망),비계,1,4,25.0
12. 공통공사,12.2 안전가시설 작업,12.2.6 안전가시설(추락방지망),슬라브단부,1,4,25.0
12. 공통공사,12.3 가설전기 작업,12.3.2 가설전기(전선),물,1,4,25.0
12. 공통공사,12.3 가설전기 작업,12.3.2 가설전기(전선),작업발판/가설계단,1,4,25.0
12. 공통공사,12.3 가설전기 작업,12.3.2 가설전기(전선),전주,1,4,25.0
12. 공통공사,12.3 가설전기 작업,12.3.2 가설전기(전선),천장(판넬 등 마감재),1,4,25.0
12. 공통공사,12.5 양중기 작업,12.5.5 양중기(특수작업대),고소작업대,3,3,100.0
1. 토공사,1.2 흙막이 지보공 작업,1.2.4 흙막이 지보공 자재반출,흙막이가시설,2,3,66.7
12. 공통공사,12.2 안전가시설 작업,12.2.5 안전가시설(달비계),달비계,2,3,66.7
1. 토공사,1.2 흙막이 지보공 작업,1.2.4 흙막이 지보공 자재반출,고소작업대,1,3,33.3
12. 공통공사,12.2 안전가시설 작업,12.2.5 안전가시설(달비계),비계,1,3,33.3
2. 철근콘크리트공사,2.2 갱폼 작업,2.2.2 갱폼 조립,비계,1,3,33.3
2. 철근콘크리트공사,2.2 갱폼 작업,2.2.2 갱폼 조립,용접(단)기,1,3,33.3
2. 철근콘크리트공사,2.2 갱폼 작업,2.2.2 갱폼 조립,작업발판/가설계단,1,3,33.3
12. 공통공사,12.3 가설전기 작업,12.3.3 가설전기(충전부),충전부,2,2,100.0
12. 공통공사,12.3 가설전기 작업,12.3.5 가설전기(교류아크용접기),용접(단)기,2,2,100.0
11. 기타 토목공사,11.2 가설도로 작업,11.2.2 가설도로 시공,로울러,1,2,50.0
11. 기타 토목공사,11.2 가설도로 작업,11.2.2 가설도로 시공,토사,1,2,50.0
12. 공통공사,12.2 안전가시설 작업,12.2.4 안전가시설(이동식비계),로울러,1,2,50.0
12. 공통공사,12.2 안전가시설 작업,12.2.4 안전가시설(이동식비계),이동식비계,1,2,50.0
12. 공통공사,12.3 가설전기 작업,12.3.4 가설전기(조명등),고소작업대,1,2,50.0
12. 공통공사,12.3 가설전기 작업,12.3.4 가설전기(조명등),사다리,1,2,50.0
12. 공통공사,12.4 가설플랜트 작업,12.4.1 가설플랜트(크라샤 Plant),기계설비,1,2,50.0
12. 공통공사,12.4 가설플랜트 작업,12.4.1 가설플랜트(크라샤 Plant),기타건설장비,1,2,50.0
12. 공통공사,12.5 양중기 작업,12.5.4 양중기(윈치),"각재(파이프,강관,합판)",1,2,50.0
12. 공통공사,12.5 양중기 작업,12.5.4 양중기(윈치),슬라브단부,1,2,50.0
9. 터널공사,9.1 라이닝 거푸집 작업,"9.1.1 라이닝 거푸집 자재반입, 하역","기타자재(내부마감재,시멘트,마대)",1,2,50.0
9. 터널공사,9.1 라이닝 거푸집 작업,"9.1.1 라이닝 거푸집 자재반입, 하역",트럭,1,2,50.0
9. 터널공사,9.2 터널 굴착 작업,9.2.1 터널 천공,암석,1,2,50.0
9. 터널공사,9.2 터널 굴착 작업,9.2.1 터널 천공,작업발판/가설계단,1,2,50.0
9. 터널공사,9.3 터널 보강 작업,9.3.1 터널 강지보,고소작업대,1,2,50.0
9. 터널공사,9.3 터널 보강 작업,9.3.1 터널 강지보,암석,1,2,50.0
9. 터널공사,9.3 터널 보강 작업,9.3.2 터널 특수보강,이동식비계,1,2,50.0
9. 터널공사,9.3 터널 보강 작업,9.3.2 터널 특수보강,"철근콘크리트자재(철근,콘크리트,PC)",1,2,50.0
9. 터널공사,9.4 수직구 작업,9.4.1 수직구 흙막이 지보공 시공,굴착기,1,2,50.0
9. 터널공사,9.4 수직구 작업,9.4.1 수직구 흙막이 지보공 시공,흙막이가시설,1,2,50.0
1. 토공사,1.5 발파 작업,1.5.1 발파,암석,1,1,100.0
1. 토공사,1.6 그라우팅작업,1.6.1 그라우팅 장비 및 자재반입,기타건설장비,1,1,100.0
1. 토공사,1.6 그라우팅작업,1.6.2 그라우팅 천공 및 시공,기타건설장비,1,1,100.0
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,11.3.1 지장물 조사 굴착,굴착기,1,1,100.0
11. 기타 토목공사,11.5 특수댐 작업,11.5.1 양수발전용 댐,분류불능,1,1,100.0
12. 공통공사,12.2 안전가시설 작업,12.2.9 안전가시설(방호선반),비계,1,1,100.0
12. 공통공사,12.3 가설전기 작업,12.3.1 가설전기(분전반),굴착기,1,1,100.0
12. 공통공사,12.3 가설전기 작업,12.3.6 가설전기(이동식 전기 기계기구),충전부,1,1,100.0
2. 철근콘크리트공사,2.2 갱폼 작업,2.2.1 갱폼 자재반입,고정식크레인,1,1,100.0
8. 교량공사,8.1 슬립폼(슬라이딩폼) 작업,8.1.1 슬립폼(슬라이딩폼) 제작,거푸집,1,1,100.0
8. 교량공사,8.1 슬립폼(슬라이딩폼) 작업,8.1.2 슬립폼(슬라이딩폼) 해체,개구부(기타개구부),1,1,100.0
8. 교량공사,8.2 강교 설치 작업,8.2.2 강교 슬라브 시공,교통수단,1,1,100.0
8. 교량공사,8.3 PSC 교량 작업,8.3.1 PSC 교량 거더 인양 및 거치,기타구조물,1,1,100.0
8. 교량공사,8.4 특수교량 작업,8.4.1 특수교량(ILM 공법),"각재(파이프,강관,합판)",1,1,100.0
9. 터널공사,9.5 갱구부 작업,9.5.1 갱구부 보강,기타건설장비,1,1,100.0
9. 터널공사,9.6 특수터널 작업,9.6.1 특수터널(TBM공법),철골(철골자재),1,1,100.0
