공종,작업명,단위작업명,기인물,재해형태,사고건수,단위작업명전체건수,비중(%),기인물 분류(VlookUp),구분(12대 기인물 = 중점관리대상),위험도 순위 (~12위),3년간 사고비중(19~21년)
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"지붕(채광판,선라이트)",떨어짐,69,232,29.7,마감재,12대 기인물,3,7.1%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"지붕(처마,홈통)",떨어짐,54,232,23.3,마감재,12대 기인물,3,7.1%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,고소작업대,떨어짐,13,232,5.6,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,사다리,떨어짐,11,232,4.7,사다리,12대 기인물,4,6.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,천장(판넬 등 마감재),떨어짐,9,232,3.9,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,철골(철골구조물),떨어짐,8,232,3.4,건설자재,12대 기인물,2,8.5%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,외부마감재,떨어짐,8,232,3.4,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,슬라브단부,떨어짐,7,232,3.0,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,이동식비계,떨어짐,7,232,3.0,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,개구부(바닥개구부),떨어짐,5,232,2.2,개구부,12대 기인물,1,9.0%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,이동식크레인,떨어짐,5,232,2.2,건설기계,12대 기인물,12,2.3%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,비계,떨어짐,4,232,1.7,비계,12대 기인물,4,6.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,작업발판/가설계단,떨어짐,4,232,1.7,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,개구부(기타개구부),떨어짐,3,232,1.3,개구부,12대 기인물,1,9.0%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,기타구조물,떨어짐,3,232,1.3,기타구조물,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"각재(파이프,강관,합판)",떨어짐,2,232,0.9,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,철골(철골자재),떨어짐,2,232,0.9,건설자재,12대 기인물,2,8.5%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"기타자재(내부마감재,시멘트,마대)",떨어짐,2,232,0.9,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,벽체,떨어짐,2,232,0.9,벽체,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,달비계,떨어짐,2,232,0.9,비계,12대 기인물,8,3.7%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,엘리베이터피트,떨어짐,2,232,0.9,엘리베이터피트,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,굴착기,떨어짐,1,232,0.4,건설기계,12대 기인물,5,4.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,232,0.4,건설자재,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,고소작업대,끼임,1,232,0.4,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,기계설비,끼임,1,232,0.4,기계설비,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,외부마감재,맞음,1,232,0.4,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,외부마감재,부딪힘 접촉,1,232,0.4,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,외부마감재,화재,1,232,0.4,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"지붕(처마,홈통)",원인미상,1,232,0.4,마감재,12대 기인물,3,7.1%
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,분류불능,감전,1,232,0.4,분류불능,해당없음,해당없음,해당없음
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,충전부,떨어짐,1,232,0.4,전기,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,떨어짐,17,176,9.7,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,사다리,떨어짐,17,176,9.7,사다리,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,이동식비계,떨어짐,15,176,8.5,이동식비계,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,개구부(바닥개구부),떨어짐,9,176,5.1,개구부,12대 기인물,1,9.0%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"지붕(채광판,선라이트)",떨어짐,9,176,5.1,마감재,12대 기인물,3,7.1%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,고소작업대,떨어짐,8,176,4.5,고소작업대,12대 기인물,6,4.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,끼임,8,176,4.5,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,작업발판/가설계단,떨어짐,8,176,4.5,작업발판/가설계단,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,고소작업대,끼임,6,176,3.4,고소작업대,12대 기인물,6,4.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기타구조물,떨어짐,4,176,2.3,기타구조물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"지붕(처마,홈통)",떨어짐,4,176,2.3,마감재,12대 기인물,3,7.1%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,천장(판넬 등 마감재),떨어짐,4,176,2.3,마감재,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,배관,떨어짐,4,176,2.3,배관,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,개구부(기타개구부),떨어짐,3,176,1.7,개구부,12대 기인물,1,9.0%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"기타자재(내부마감재,시멘트,마대)",떨어짐,3,176,1.7,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,리프트,떨어짐,3,176,1.7,리프트,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,화학물질,유해위험물질 노출 접촉,3,176,1.7,화학물질,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,화학물질,폭발,3,176,1.7,화학물질,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,화학물질,화재,3,176,1.7,화학물질,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,이동식크레인,떨어짐,2,176,1.1,건설기계,12대 기인물,12,2.3%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,지게차,깔림 뒤집힘,2,176,1.1,건설기계,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,맞음,2,176,1.1,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기타구조물,깔림 뒤집힘,2,176,1.1,기타구조물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,배관,맞음,2,176,1.1,배관,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,달비계,떨어짐,2,176,1.1,비계,12대 기인물,8,3.7%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,충전부,감전,2,176,1.1,전기,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,화학물질,산소결핍 질식,2,176,1.1,화학물질,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"각재(파이프,강관,합판)",떨어짐,1,176,0.6,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,고정식크레인,부딪힘 접촉,1,176,0.6,건설기계,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,철골(철골구조물),끼임,1,176,0.6,건설자재,12대 기인물,2,8.5%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,철골(철골구조물),무너짐,1,176,0.6,건설자재,12대 기인물,2,8.5%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,철골(철골자재),떨어짐,1,176,0.6,건설자재,12대 기인물,2,8.5%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,계단,떨어짐,1,176,0.6,계단,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,고소작업대,깔림 뒤집힘,1,176,0.6,고소작업대,12대 기인물,6,4.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,깔림 뒤집힘,1,176,0.6,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,무너짐,1,176,0.6,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,산소결핍 질식,1,176,0.6,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기타가설구조물,떨어짐,1,176,0.6,기타가설구조물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기타구조물,넘어짐,1,176,0.6,기타구조물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,1,176,0.6,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"기타자재(내부마감재,시멘트,마대)",끼임,1,176,0.6,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"기타자재(내부마감재,시멘트,마대)",맞음,1,176,0.6,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,리프트,끼임,1,176,0.6,리프트,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,말비계,떨어짐,1,176,0.6,말비계,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,물,떨어짐,1,176,0.6,물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,물,이상온도 노출 접촉,1,176,0.6,물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,바닥(바닥에 걸려 넘어짐),넘어짐,1,176,0.6,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,분류불능,유해위험물질 노출 접촉,1,176,0.6,분류불능,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,사다리,깔림 뒤집힘,1,176,0.6,사다리,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,슬라브단부,떨어짐,1,176,0.6,슬라브단부,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,암석,깔림 뒤집힘,1,176,0.6,암석,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,엘리베이터피트,떨어짐,1,176,0.6,엘리베이터피트,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,원인미상,열사병,1,176,0.6,원인미상,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,용접(단)기,폭발,1,176,0.6,유해위험기계기구,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,절단기/톱,떨어짐,1,176,0.6,유해위험기계기구,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,화학물질,이상온도 노출 접촉,1,176,0.6,화학물질,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골구조물),떨어짐,58,129,45.0,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",고소작업대,떨어짐,13,129,10.1,고소작업대,12대 기인물,6,4.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골자재),떨어짐,12,129,9.3,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",개구부(기타개구부),떨어짐,4,129,3.1,개구부,12대 기인물,1,9.0%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립","지붕(처마,홈통)",떨어짐,4,129,3.1,마감재,12대 기인물,3,7.1%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",사다리,떨어짐,4,129,3.1,사다리,12대 기인물,4,6.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립","각재(파이프,강관,합판)",떨어짐,3,129,2.3,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골자재),맞음(낙하물체),3,129,2.3,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",계단,떨어짐,3,129,2.3,계단,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",이동식비계,떨어짐,3,129,2.3,이동식비계,12대 기인물,4,6.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",개구부(바닥개구부),떨어짐,2,129,1.6,개구부,12대 기인물,1,9.0%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골자재),깔림 뒤집힘,2,129,1.6,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",기타건설장비,맞음,1,129,0.8,건설기계,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",이동식크레인,떨어짐,1,129,0.8,건설기계,12대 기인물,12,2.3%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",이동식크레인,맞음(낙하물체),1,129,0.8,건설기계,12대 기인물,12,2.3%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골구조물),끼임,1,129,0.8,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골구조물),넘어짐,1,129,0.8,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골구조물),맞음(낙하물체),1,129,0.8,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골구조물),부딪힘 접촉,1,129,0.8,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골자재),끼임,1,129,0.8,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골자재),맞음,1,129,0.8,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",고소작업대,끼임,1,129,0.8,고소작업대,12대 기인물,6,4.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",고소작업대,절단 베임 찔림,1,129,0.8,고소작업대,12대 기인물,6,4.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",외부마감재,화재,1,129,0.8,마감재,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",천장(판넬 등 마감재),떨어짐,1,129,0.8,마감재,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",바닥(바닥에 걸려 넘어짐),깔림 뒤집힘,1,129,0.8,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",벽체,떨어짐,1,129,0.8,벽체,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",비계(일체형비계),떨어짐,1,129,0.8,비계,12대 기인물,4,6.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",작업발판/가설계단,떨어짐,1,129,0.8,작업발판/가설계단,12대 기인물,4,6.9%
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",전주,떨어짐,1,129,0.8,전기,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",개구부(기타개구부),떨어짐,7,126,5.6,개구부,12대 기인물,1,9.0%
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",슬라브단부,떨어짐,7,126,5.6,슬라브단부,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",교통수단,부딪힘 접촉,6,126,4.8,건설기계,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",분류불능,폭염,6,126,4.8,분류불능,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",사다리,떨어짐,6,126,4.8,사다리,12대 기인물,4,6.9%
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",개구부(바닥개구부),떨어짐,5,126,4.0,개구부,12대 기인물,1,9.0%
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",트럭,부딪힘 접촉,5,126,4.0,건설기계,12대 기인물,9,3.4%
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",분류불능,떨어짐,5,126,4.0,분류불능,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기계설비,끼임,4,126,3.2,기계설비,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",분류불능,원인미상,4,126,3.2,분류불능,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",충전부,감전,4,126,3.2,전기,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",화학물질,유해위험물질 노출 접촉,4,126,3.2,화학물질,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",트럭,떨어짐,3,126,2.4,건설기계,12대 기인물,9,3.4%
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기계설비,떨어짐,3,126,2.4,기계설비,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기타구조물,떨어짐,3,126,2.4,기타구조물,해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",떨어짐,3,126,2.4,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",비계,떨어짐,3,126,2.4,비계,12대 기인물,4,6.9%
