공종,작업명,단위작업명,기인물,재해형태,사고건수,단위작업명전체건수,비중(%),기인물 분류(VlookUp),구분(12대 기인물 = 중점관리대상),위험도 순위 (~12위),3년간 사고비중(19~21년)
1. 토공사,1.1 굴착 작업,1.1.2 굴착,화학물질,폭발,1,19,5.3,화학물질,해당없음,해당없음,해당없음
1. 토공사,1.3 기초파일 작업,1.3.3 기초파일 항타,이동식크레인,맞음,1,19,5.3,건설기계,12대 기인물,12,2.3%
1. 토공사,1.3 기초파일 작업,1.3.3 기초파일 항타,이동식크레인,맞음(낙하물체),1,19,5.3,건설기계,12대 기인물,12,2.3%
1. 토공사,1.3 기초파일 작업,1.3.3 기초파일 항타,천공기/항타기,절단 베임 찔림,1,19,5.3,건설기계,해당없음,해당없음,해당없음
1. 토공사,1.3 기초파일 작업,1.3.3 기초파일 항타,분류불능,원인미상,1,19,5.3,분류불능,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.8 안전가시설(낙하물방지망),기타가설구조물,떨어짐,1,19,5.3,기타가설구조물,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.8 안전가시설(낙하물방지망),기타구조물,깔림 뒤집힘,1,19,5.3,기타구조물,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.8 안전가시설(낙하물방지망),슬라브단부,떨어짐,1,19,5.3,슬라브단부,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.8 안전가시설(낙하물방지망),충전부,감전,1,19,5.3,전기,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,수목,깔림 뒤집힘,8,18,44.4,수목,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,"각재(파이프,강관,합판)",맞음,1,18,5.6,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,굴착기,깔림 뒤집힘,1,18,5.6,건설기계,12대 기인물,5,4.9%
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,기타건설장비,깔림 뒤집힘,1,18,5.6,건설기계,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,기타건설장비,맞음,1,18,5.6,건설기계,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,트럭,부딪힘 접촉,1,18,5.6,건설기계,12대 기인물,9,3.4%
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,고소작업대,떨어짐,1,18,5.6,고소작업대,12대 기인물,6,4.9%
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,기타구조물,깔림 뒤집힘,1,18,5.6,기타구조물,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,수목,맞음,1,18,5.6,수목,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,슬라브단부,떨어짐,1,18,5.6,슬라브단부,해당없음,해당없음,해당없음
6. 조경공사,6.1 조경작업,6.1.1 조경 부지정리,충전부,떨어짐,1,18,5.6,전기,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",거푸집,떨어짐,7,17,41.2,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",비계(일체형비계),떨어짐,4,17,23.5,비계,12대 기인물,4,6.9%
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,철골(철골구조물),떨어짐,4,17,23.5,건설자재,12대 기인물,2,8.5%
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",콘크리트믹서,깔림 뒤집힘,3,17,17.6,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",콘크리트펌프카,끼임,3,17,17.6,건설기계,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,철골(철골자재),떨어짐,3,17,17.6,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,철골(철골자재),맞음(낙하물체),3,17,17.6,건설자재,12대 기인물,2,8.5%
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",고정식크레인,떨어짐,2,17,11.8,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",콘크리트믹서,끼임,2,17,11.8,건설기계,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,개구부(바닥개구부),떨어짐,2,17,11.8,개구부,12대 기인물,1,9.0%
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",거푸집,끼임,1,17,5.9,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",거푸집,맞음,1,17,5.9,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",동바리,떨어짐,1,17,5.9,동바리,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.2 갱폼 작업,"2.2.3 갱폼 인양, 설치",작업발판/가설계단,맞음,1,17,5.9,작업발판/가설계단,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",개구부(기타개구부),떨어짐,1,17,5.9,개구부,12대 기인물,1,9.0%
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",기타건설장비,떨어짐,1,17,5.9,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",기타건설장비,맞음(낙하물체),1,17,5.9,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",콘크리트펌프카,떨어짐,1,17,5.9,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",콘크리트펌프카,부딪힘 접촉,1,17,5.9,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",트럭,떨어짐,1,17,5.9,건설기계,12대 기인물,9,3.4%
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반","철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,17,5.9,건설자재,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",기타구조물,끼임,1,17,5.9,기타구조물,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,"2.4.1 콘크리트 반입, 운반",분류불능,열사병,1,17,5.9,분류불능,해당없음,해당없음,해당없음
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,이동식크레인,맞음,1,17,5.9,건설기계,12대 기인물,12,2.3%
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,트럭,맞음(낙하물체),1,17,5.9,건설기계,12대 기인물,9,3.4%
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,철골(철골구조물),깔림 뒤집힘,1,17,5.9,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,철골(철골자재),깔림 뒤집힘,1,17,5.9,건설자재,12대 기인물,2,8.5%
3. 철골공사,3.1 철골 작업,3.1.1 철골 부재반입 및 운반,고소작업대,떨어짐,1,17,5.9,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,비계,떨어짐,10,16,62.5,비계,12대 기인물,4,6.9%
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,흙막이가시설,떨어짐,7,16,43.8,흙막이가시설,해당없음,해당없음,해당없음
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,흙막이가시설,부딪힘 접촉,3,16,18.8,흙막이가시설,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,계단,떨어짐,3,16,18.8,계단,해당없음,해당없음,해당없음
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,흙막이가시설,무너짐,2,16,12.5,흙막이가시설,해당없음,해당없음,해당없음
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,굴착기,부딪힘 접촉,1,16,6.2,건설기계,12대 기인물,5,4.9%
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,이동식크레인,떨어짐,1,16,6.2,건설기계,12대 기인물,12,2.3%
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,철골(철골자재),부딪힘 접촉,1,16,6.2,건설자재,12대 기인물,2,8.5%
1. 토공사,1.2 흙막이 지보공 작업,1.2.3 흙막이 지보공 해체,암석,맞음,1,16,6.2,암석,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,바닥(바닥에 걸려 넘어짐),부딪힘 접촉,1,16,6.2,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,용접(단)기,화재,1,16,6.2,유해위험기계기구,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,4.3.2 석재 및 타일 붙임,화학물질,유해위험물질 노출 접촉,1,16,6.2,화학물질,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",고소작업대,떨어짐,2,15,13.3,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반","기타자재(내부마감재,시멘트,마대)",끼임,2,15,13.3,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",리프트,떨어짐,2,15,13.3,리프트,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반","각재(파이프,강관,합판)",맞음,1,15,6.7,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",기타건설장비,떨어짐,1,15,6.7,건설기계,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",지게차,끼임,1,15,6.7,건설기계,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",지게차,맞음,1,15,6.7,건설기계,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",계단,떨어짐,1,15,6.7,계단,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반","기타자재(내부마감재,시멘트,마대)",맞음,1,15,6.7,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",분류불능,떨어짐,1,15,6.7,분류불능,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",이동식비계,떨어짐,1,15,6.7,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.1 수장 자배반입, 운반",화학물질,화재,1,15,6.7,화학물질,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,화학물질,산소결핍 질식,4,13,30.8,화학물질,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",계단,떨어짐,3,13,23.1,계단,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",비계,떨어짐,3,13,23.1,비계,12대 기인물,4,6.9%
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,개구부(기타개구부),떨어짐,2,13,15.4,개구부,12대 기인물,1,9.0%
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,슬라브단부,떨어짐,2,13,15.4,슬라브단부,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,"각재(파이프,강관,합판)",떨어짐,1,13,7.7,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,계단,떨어짐,1,13,7.7,계단,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,외부마감재,화재,1,13,7.7,마감재,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,분류불능,원인미상,1,13,7.7,분류불능,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.3 콘크리트 양생,슬라브단부,무너짐,1,13,7.7,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",기타건설장비,맞음,1,13,7.7,건설기계,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",지게차,깔림 뒤집힘,1,13,7.7,건설기계,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",고소작업대,떨어짐,1,13,7.7,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반","기타자재(내부마감재,시멘트,마대)",맞음,1,13,7.7,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",리프트,떨어짐,1,13,7.7,리프트,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",비계,맞음,1,13,7.7,비계,12대 기인물,4,6.9%
4. 마감공사,4.3 석재 및 타일 작업,"4.3.1 석재 및 타일 자재반입, 운반",슬라브단부,떨어짐,1,13,7.7,슬라브단부,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",개구부(바닥개구부),떨어짐,1,12,8.3,개구부,12대 기인물,1,9.0%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",굴착기,깔림 뒤집힘,1,12,8.3,건설기계,12대 기인물,5,4.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",굴착기,끼임,1,12,8.3,건설기계,12대 기인물,5,4.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",이동식크레인,맞음,1,12,8.3,건설기계,12대 기인물,12,2.3%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",이동식크레인,부딪힘 접촉,1,12,8.3,건설기계,12대 기인물,12,2.3%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",기계설비,깔림 뒤집힘,1,12,8.3,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반","기타자재(내부마감재,시멘트,마대)",감전,1,12,8.3,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",리프트,떨어짐,1,12,8.3,리프트,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반","지붕(처마,홈통)",떨어짐,1,12,8.3,마감재,12대 기인물,3,7.1%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",사다리,떨어짐,1,12,8.3,사다리,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",전주,맞음(낙하물체),1,12,8.3,전기,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"5.1.1 전기설비 자재반입, 가공, 운반",화학물질,산소결핍 질식,1,12,8.3,화학물질,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),작업발판/가설계단,떨어짐,7,11,63.6,작업발판/가설계단,12대 기인물,4,6.9%
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",물,보호구 이상,6,11,54.5,물,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",비계,떨어짐,5,11,45.5,비계,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,기계설비,떨어짐,2,11,18.2,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,엘리베이터피트,떨어짐,2,11,18.2,엘리베이터피트,해당없음,해당없음,해당없음
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",굴착기,깔림 뒤집힘,1,11,9.1,건설기계,12대 기인물,5,4.9%
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",기타건설장비,떨어짐,1,11,9.1,건설기계,해당없음,해당없음,해당없음
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",이동식크레인,맞음,1,11,9.1,건설기계,12대 기인물,12,2.3%
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",용접(단)기,폭발,1,11,9.1,유해위험기계기구,해당없음,해당없음,해당없음
10. 하천 및 항만공사,"10.2 수중, 해상공사","10.2.1 수중, 해상공사(잠수, 해상작업 등)",절단기/톱,맞음,1,11,9.1,유해위험기계기구,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),개구부(바닥개구부),떨어짐,1,11,9.1,개구부,12대 기인물,1,9.0%
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),비계,떨어짐,1,11,9.1,비계,12대 기인물,4,6.9%
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),비계,무너짐,1,11,9.1,비계,12대 기인물,4,6.9%
12. 공통공사,12.2 안전가시설 작업,12.2.2 안전가시설(작업발판),작업발판/가설계단,맞음,1,11,9.1,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",외부마감재,떨어짐,1,11,9.1,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",말비계,떨어짐,1,11,9.1,말비계,12대 기인물,4,6.9%
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",달비계,떨어짐,1,11,9.1,비계,12대 기인물,8,3.7%
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",사다리,떨어짐,1,11,9.1,사다리,12대 기인물,4,6.9%
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",슬라브단부,떨어짐,1,11,9.1,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.3 석재 및 타일 작업,"4.3.3 석재 및 타일 줄눈, 코킹 시공",작업발판/가설계단,떨어짐,1,11,9.1,작업발판/가설계단,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,개구부(기타개구부),떨어짐,1,11,9.1,개구부,12대 기인물,1,9.0%
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,개구부(바닥개구부),떨어짐,1,11,9.1,개구부,12대 기인물,1,9.0%
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,굴착기,부딪힘 접촉,1,11,9.1,건설기계,12대 기인물,5,4.9%
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,기계설비,끼임,1,11,9.1,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,기계설비,부딪힘 접촉,1,11,9.1,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,기타건설기계기구,끼임,1,11,9.1,기타건설기계기구,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,5.3.2 엘리베이터 가이드레일 설치,작업발판/가설계단,떨어짐,1,11,9.1,작업발판/가설계단,12대 기인물,4,6.9%
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,천공기/항타기,맞음,5,9,55.6,건설기계,해당없음,해당없음,해당없음
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,끼임,2,9,22.2,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,맞음,2,9,22.2,건설기계,12대 기인물,12,2.3%
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,개구부(기타개구부),떨어짐,1,9,11.1,개구부,12대 기인물,1,9.0%
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,굴착기,깔림 뒤집힘,1,9,11.1,건설기계,12대 기인물,5,4.9%
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,이동식크레인,끼임,1,9,11.1,건설기계,12대 기인물,12,2.3%
1. 토공사,1.3 기초파일 작업,1.3.2 기초파일 천공,토사,무너짐,1,9,11.1,토사,해당없음,해당없음,해당없음
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,깔림 뒤집힘,1,9,11.1,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,떨어짐,1,9,11.1,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,맞음(낙하물체),1,9,11.1,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),이동식크레인,부딪힘 접촉,1,9,11.1,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.5 양중기 작업,12.5.3 양중기(이동식 크레인),분류불능,깔림 뒤집힘,1,9,11.1,분류불능,해당없음,해당없음,해당없음
