공종,작업명,기인물,재해형태,사고건수,작업명전체건수,비중(%)
"5. 전기, 기계설비공사",5.1 전기 설비 작업,분류불능,원인미상,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,사다리,감전,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,슬라브단부,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,엘리베이터피트,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,외부마감재,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,이동식크레인,부딪힘 접촉,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,깔림 뒤집힘,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,맞음(낙하물체),1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,절단기/톱,맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"지붕(채광판,선라이트)",떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,철골(철골구조물),떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,철골(철골자재),맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,토사,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,토사,무너짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,트럭,부딪힘 접촉,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,화학물질,감전,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,화학물질,산소결핍 질식,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,화학물질,원인미상,1,150,0.7
12. 공통공사,12.2 안전가시설 작업,비계,떨어짐,48,127,37.8
12. 공통공사,12.2 안전가시설 작업,방망,떨어짐,15,127,11.8
12. 공통공사,12.2 안전가시설 작업,작업발판/가설계단,떨어짐,14,127,11.0
12. 공통공사,12.2 안전가시설 작업,개구부(기타개구부),떨어짐,6,127,4.7
12. 공통공사,12.2 안전가시설 작업,충전부,떨어짐,6,127,4.7
12. 공통공사,12.2 안전가시설 작업,개구부(바닥개구부),떨어짐,5,127,3.9
12. 공통공사,12.2 안전가시설 작업,"각재(파이프,강관,합판)",떨어짐,3,127,2.4
12. 공통공사,12.2 안전가시설 작업,"각재(파이프,강관,합판)",맞음,3,127,2.4
12. 공통공사,12.2 안전가시설 작업,이동식크레인,맞음(낙하물체),3,127,2.4
12. 공통공사,12.2 안전가시설 작업,달비계,떨어짐,2,127,1.6
12. 공통공사,12.2 안전가시설 작업,사다리,떨어짐,2,127,1.6
12. 공통공사,12.2 안전가시설 작업,슬라브단부,떨어짐,2,127,1.6
12. 공통공사,12.2 안전가시설 작업,거푸집,끼임,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,기타가설구조물,떨어짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,기타구조물,깔림 뒤집힘,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,로울러,깔림 뒤집힘,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,비계,무너짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,비계,절단 베임 찔림,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,사다리,맞음,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,슬라브단부,절단 베임 찔림,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,엘리베이터피트,떨어짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,이동식비계,떨어짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,이동식크레인,끼임,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,작업발판/가설계단,맞음,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,작업발판/가설계단,부딪힘 접촉,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,지게차,끼임,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,철골(철골자재),맞음,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,철골(철골자재),맞음(낙하물체),1,127,0.8
12. 공통공사,12.2 안전가시설 작업,충전부,감전,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,흙막이가시설,떨어짐,1,127,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",개구부(기타개구부),떨어짐,7,126,5.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",슬라브단부,떨어짐,7,126,5.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",교통수단,부딪힘 접촉,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,폭염,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",사다리,떨어짐,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",개구부(바닥개구부),떨어짐,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,떨어짐,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)",트럭,부딪힘 접촉,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기계설비,끼임,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,원인미상,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",충전부,감전,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,유해위험물질 노출 접촉,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기계설비,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기타구조물,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",비계,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",트럭,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",맞음,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",물,익사,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","지붕(처마,홈통)",떨어짐,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,폭발,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","각재(파이프,강관,합판)",떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","각재(파이프,강관,합판)",맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",거푸집,깔림 뒤집힘,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",계단,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",계단,부딪힘 접촉,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",고소작업대,끼임,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",고소작업대,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",굴착기,깔림 뒤집힘,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",굴착기,부딪힘 접촉,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",굴착기,절단 베임 찔림,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기계설비,폭발,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기타가설구조물,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기타건설장비,깔림 뒤집힘,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기타건설장비,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기타건설장비,부딪힘 접촉,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",넘어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",무너짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",배관,맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,부딪힘 접촉,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,화재,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",수목,맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",암석,넘어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",암석,맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",엘리베이터피트,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",용접(단)기,화재,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",원인미상,폭염,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",작업발판/가설계단,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",지게차,끼임,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",지게차,부딪힘 접촉,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",철골(철골구조물),떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",철골(철골구조물),맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","철근콘크리트자재(철근,콘크리트,PC)",맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",충전부,화재,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",트럭,깔림 뒤집힘,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,화재,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",흙막이가시설,떨어짐,1,126,0.8
12. 공통공사,"12.1 철거, 해체","지붕(처마,홈통)",떨어짐,19,124,15.3
12. 공통공사,"12.1 철거, 해체",벽체,깔림 뒤집힘,16,124,12.9
12. 공통공사,"12.1 철거, 해체",슬라브단부,떨어짐,9,124,7.3
12. 공통공사,"12.1 철거, 해체",철골(철골구조물),떨어짐,7,124,5.6
12. 공통공사,"12.1 철거, 해체","지붕(채광판,선라이트)",떨어짐,5,124,4.0
12. 공통공사,"12.1 철거, 해체",개구부(기타개구부),떨어짐,4,124,3.2
12. 공통공사,"12.1 철거, 해체",기타구조물,맞음,4,124,3.2
12. 공통공사,"12.1 철거, 해체","기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,4,124,3.2
12. 공통공사,"12.1 철거, 해체",천장(판넬 등 마감재),떨어짐,4,124,3.2
12. 공통공사,"12.1 철거, 해체",굴착기,떨어짐,3,124,2.4
12. 공통공사,"12.1 철거, 해체",기타구조물,깔림 뒤집힘,3,124,2.4
12. 공통공사,"12.1 철거, 해체",외부마감재,떨어짐,3,124,2.4
12. 공통공사,"12.1 철거, 해체",굴착기,깔림 뒤집힘,2,124,1.6
12. 공통공사,"12.1 철거, 해체",굴착기,끼임,2,124,1.6
12. 공통공사,"12.1 철거, 해체",기계설비,깔림 뒤집힘,2,124,1.6
12. 공통공사,"12.1 철거, 해체",기타구조물,떨어짐,2,124,1.6
12. 공통공사,"12.1 철거, 해체","기타자재(내부마감재,시멘트,마대)",맞음,2,124,1.6
12. 공통공사,"12.1 철거, 해체",배관,맞음,2,124,1.6
12. 공통공사,"12.1 철거, 해체",슬라브단부,깔림 뒤집힘,2,124,1.6
12. 공통공사,"12.1 철거, 해체",화학물질,폭발,2,124,1.6
12. 공통공사,"12.1 철거, 해체","각재(파이프,강관,합판)",깔림 뒤집힘,1,124,0.8
12. 공통공사,"12.1 철거, 해체",개구부(바닥개구부),떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",고소작업대,끼임,1,124,0.8
12. 공통공사,"12.1 철거, 해체",고소작업대,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",고정식크레인,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",굴착기,맞음,1,124,0.8
12. 공통공사,"12.1 철거, 해체",굴착기,부딪힘 접촉,1,124,0.8
12. 공통공사,"12.1 철거, 해체",기계설비,끼임,1,124,0.8
12. 공통공사,"12.1 철거, 해체",기계설비,맞음,1,124,0.8
12. 공통공사,"12.1 철거, 해체","기타자재(내부마감재,시멘트,마대)",떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체","기타자재(내부마감재,시멘트,마대)",화재,1,124,0.8
12. 공통공사,"12.1 철거, 해체",바닥(바닥에 걸려 넘어짐),떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",배관,깔림 뒤집힘,1,124,0.8
12. 공통공사,"12.1 철거, 해체",비계,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",사다리,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",이동식비계,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",이동식크레인,깔림 뒤집힘,1,124,0.8
12. 공통공사,"12.1 철거, 해체",이동식크레인,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",이동식크레인,맞음(낙하물체),1,124,0.8
12. 공통공사,"12.1 철거, 해체",작업발판/가설계단,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",전주,떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",전주,맞음,1,124,0.8
12. 공통공사,"12.1 철거, 해체","지붕(처마,홈통)",끼임,1,124,0.8
12. 공통공사,"12.1 철거, 해체",철골(철골구조물),깔림 뒤집힘,1,124,0.8
12. 공통공사,"12.1 철거, 해체","철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,124,0.8
12. 공통공사,"12.1 철거, 해체",충전부,감전,1,124,0.8
12. 공통공사,"12.1 철거, 해체",충전부,떨어짐,1,124,0.8
4. 마감공사,4.4 도장작업,달비계,떨어짐,55,116,47.4
4. 마감공사,4.4 도장작업,고소작업대,떨어짐,12,116,10.3
4. 마감공사,4.4 도장작업,사다리,떨어짐,10,116,8.6
4. 마감공사,4.4 도장작업,이동식비계,떨어짐,8,116,6.9
4. 마감공사,4.4 도장작업,"지붕(처마,홈통)",떨어짐,7,116,6.0
4. 마감공사,4.4 도장작업,슬라브단부,떨어짐,4,116,3.4
4. 마감공사,4.4 도장작업,개구부(바닥개구부),떨어짐,3,116,2.6
4. 마감공사,4.4 도장작업,작업발판/가설계단,떨어짐,3,116,2.6
4. 마감공사,4.4 도장작업,계단,떨어짐,2,116,1.7
4. 마감공사,4.4 도장작업,기타구조물,떨어짐,2,116,1.7
4. 마감공사,4.4 도장작업,철골(철골구조물),떨어짐,2,116,1.7
4. 마감공사,4.4 도장작업,개구부(기타개구부),떨어짐,1,116,0.9
4. 마감공사,4.4 도장작업,"기타자재(내부마감재,시멘트,마대)",화재,1,116,0.9
4. 마감공사,4.4 도장작업,말비계,떨어짐,1,116,0.9
4. 마감공사,4.4 도장작업,바닥(바닥에 걸려 넘어짐),떨어짐,1,116,0.9
4. 마감공사,4.4 도장작업,분류불능,떨어짐,1,116,0.9
4. 마감공사,4.4 도장작업,비계,떨어짐,1,116,0.9
4. 마감공사,4.4 도장작업,사다리,넘어짐,1,116,0.9
4. 마감공사,4.4 도장작업,이동식크레인,떨어짐,1,116,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",작업발판/가설계단,떨어짐,13,115,11.3
4. 마감공사,"4.1 조적, 미장 및 견출작업",비계,떨어짐,12,115,10.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",이동식비계,떨어짐,11,115,9.6
4. 마감공사,"4.1 조적, 미장 및 견출작업",말비계,떨어짐,10,115,8.7
4. 마감공사,"4.1 조적, 미장 및 견출작업",슬라브단부,떨어짐,8,115,7.0
4. 마감공사,"4.1 조적, 미장 및 견출작업",개구부(바닥개구부),떨어짐,7,115,6.1
4. 마감공사,"4.1 조적, 미장 및 견출작업",계단,떨어짐,5,115,4.3
4. 마감공사,"4.1 조적, 미장 및 견출작업",사다리,떨어짐,5,115,4.3
4. 마감공사,"4.1 조적, 미장 및 견출작업",고소작업대,끼임,4,115,3.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",벽체,떨어짐,4,115,3.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",개구부(기타개구부),떨어짐,3,115,2.6
4. 마감공사,"4.1 조적, 미장 및 견출작업",기타구조물,떨어짐,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업","기타자재(내부마감재,시멘트,마대)",맞음,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업",달비계,떨어짐,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업",리프트,끼임,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업",리프트,떨어짐,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업",엘리베이터피트,떨어짐,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업",지게차,끼임,2,115,1.7
4. 마감공사,"4.1 조적, 미장 및 견출작업","각재(파이프,강관,합판)",맞음(낙하물체),1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",거푸집,떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",계단,넘어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",고소작업대,깔림 뒤집힘,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",고소작업대,떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",교통수단,끼임,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",굴착기,떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",기타건설기계기구,맞음,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",기타건설장비,떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업","기타자재(내부마감재,시멘트,마대)",떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",물,익사,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",암석,부딪힘 접촉,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",이동식비계,깔림 뒤집힘,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",이동식크레인,부딪힘 접촉,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",지게차,떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업","지붕(처마,홈통)",끼임,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업","철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업","철근콘크리트자재(철근,콘크리트,PC)",맞음,1,115,0.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",충전부,감전,1,115,0.9
11. 기타 토목공사,11.4 맨홀 및 관부설작업,토사,무너짐,39,106,36.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,굴착기,부딪힘 접촉,12,106,11.3
11. 기타 토목공사,11.4 맨홀 및 관부설작업,트럭,깔림 뒤집힘,5,106,4.7
11. 기타 토목공사,11.4 맨홀 및 관부설작업,벽체,무너짐,4,106,3.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,굴착기,깔림 뒤집힘,3,106,2.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,굴착기,맞음(낙하물체),3,106,2.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,배관,부딪힘 접촉,3,106,2.8
