공종,작업명,기인물,재해형태,사고건수,작업명전체건수,비중(%)
12. 공통공사,12.5 양중기 작업,이동식크레인,부딪힘 접촉,1,47,2.1
12. 공통공사,12.5 양중기 작업,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,1,47,2.1
1. 토공사,1.1 굴착 작업,토사,무너짐,8,46,17.4
1. 토공사,1.1 굴착 작업,굴착기,깔림 뒤집힘,6,46,13.0
1. 토공사,1.1 굴착 작업,트럭,깔림 뒤집힘,6,46,13.0
1. 토공사,1.1 굴착 작업,트럭,끼임,4,46,8.7
1. 토공사,1.1 굴착 작업,굴착기,끼임,3,46,6.5
1. 토공사,1.1 굴착 작업,트럭,떨어짐,3,46,6.5
1. 토공사,1.1 굴착 작업,굴착기,떨어짐,2,46,4.3
1. 토공사,1.1 굴착 작업,굴착기,맞음,2,46,4.3
1. 토공사,1.1 굴착 작업,개구부(기타개구부),떨어짐,1,46,2.2
1. 토공사,1.1 굴착 작업,개구부(바닥개구부),떨어짐,1,46,2.2
1. 토공사,1.1 굴착 작업,기타건설장비,깔림 뒤집힘,1,46,2.2
1. 토공사,1.1 굴착 작업,기타건설장비,맞음,1,46,2.2
1. 토공사,1.1 굴착 작업,물,맞음,1,46,2.2
1. 토공사,1.1 굴착 작업,벽체,맞음,1,46,2.2
1. 토공사,1.1 굴착 작업,암석,맞음,1,46,2.2
1. 토공사,1.1 굴착 작업,이동식크레인,깔림 뒤집힘,1,46,2.2
1. 토공사,1.1 굴착 작업,이동식크레인,떨어짐,1,46,2.2
1. 토공사,1.1 굴착 작업,전주,맞음,1,46,2.2
1. 토공사,1.1 굴착 작업,토사,끼임,1,46,2.2
1. 토공사,1.1 굴착 작업,화학물질,폭발,1,46,2.2
1. 토공사,1.2 흙막이 지보공 작업,흙막이가시설,떨어짐,13,45,28.9
1. 토공사,1.2 흙막이 지보공 작업,흙막이가시설,부딪힘 접촉,4,45,8.9
1. 토공사,1.2 흙막이 지보공 작업,토사,깔림 뒤집힘,3,45,6.7
1. 토공사,1.2 흙막이 지보공 작업,흙막이가시설,깔림 뒤집힘,3,45,6.7
1. 토공사,1.2 흙막이 지보공 작업,고소작업대,떨어짐,2,45,4.4
1. 토공사,1.2 흙막이 지보공 작업,굴착기,맞음(낙하물체),2,45,4.4
1. 토공사,1.2 흙막이 지보공 작업,굴착기,부딪힘 접촉,2,45,4.4
1. 토공사,1.2 흙막이 지보공 작업,흙막이가시설,무너짐,2,45,4.4
1. 토공사,1.2 흙막이 지보공 작업,굴착기,깔림 뒤집힘,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,굴착기,맞음,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,기초파일,떨어짐,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,암석,맞음,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,이동식크레인,떨어짐,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,이동식크레인,맞음(낙하물체),1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,이동식크레인,부딪힘 접촉,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,작업발판/가설계단,떨어짐,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,천공기/항타기,맞음,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,천공기/항타기,맞음(낙하물체),1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,철골(철골자재),부딪힘 접촉,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,충전부,감전,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,흙막이가시설,끼임,1,45,2.2
1. 토공사,1.2 흙막이 지보공 작업,흙막이가시설,맞음,1,45,2.2
4. 마감공사,4.3 석재 및 타일 작업,비계,떨어짐,18,40,45.0
4. 마감공사,4.3 석재 및 타일 작업,계단,떨어짐,6,40,15.0
4. 마감공사,4.3 석재 및 타일 작업,슬라브단부,떨어짐,2,40,5.0
4. 마감공사,4.3 석재 및 타일 작업,고소작업대,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,기타건설장비,맞음,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,"기타자재(내부마감재,시멘트,마대)",맞음,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,달비계,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,리프트,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,말비계,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,바닥(바닥에 걸려 넘어짐),부딪힘 접촉,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,비계,맞음,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,사다리,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,외부마감재,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,용접(단)기,화재,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,작업발판/가설계단,떨어짐,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,지게차,깔림 뒤집힘,1,40,2.5
4. 마감공사,4.3 석재 및 타일 작업,화학물질,유해위험물질 노출 접촉,1,40,2.5
4. 마감공사,4.6 창호 및 유리 작업,고소작업대,떨어짐,10,39,25.6
4. 마감공사,4.6 창호 및 유리 작업,개구부(기타개구부),떨어짐,8,39,20.5
4. 마감공사,4.6 창호 및 유리 작업,벽체,떨어짐,4,39,10.3
4. 마감공사,4.6 창호 및 유리 작업,달비계,떨어짐,3,39,7.7
4. 마감공사,4.6 창호 및 유리 작업,작업발판/가설계단,떨어짐,3,39,7.7
4. 마감공사,4.6 창호 및 유리 작업,"기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,2,39,5.1
4. 마감공사,4.6 창호 및 유리 작업,사다리,떨어짐,2,39,5.1
4. 마감공사,4.6 창호 및 유리 작업,개구부(바닥개구부),떨어짐,1,39,2.6
4. 마감공사,4.6 창호 및 유리 작업,고소작업대,부딪힘 접촉,1,39,2.6
4. 마감공사,4.6 창호 및 유리 작업,비계,떨어짐,1,39,2.6
4. 마감공사,4.6 창호 및 유리 작업,비계,맞음,1,39,2.6
4. 마감공사,4.6 창호 및 유리 작업,슬라브단부,떨어짐,1,39,2.6
4. 마감공사,4.6 창호 및 유리 작업,철골(철골구조물),떨어짐,1,39,2.6
4. 마감공사,4.6 창호 및 유리 작업,화학물질,떨어짐,1,39,2.6
11. 기타 토목공사,11.1 부대 토목 작업,토사,무너짐,6,36,16.7
11. 기타 토목공사,11.1 부대 토목 작업,슬라브단부,떨어짐,4,36,11.1
11. 기타 토목공사,11.1 부대 토목 작업,굴착기,부딪힘 접촉,3,36,8.3
11. 기타 토목공사,11.1 부대 토목 작업,굴착기,깔림 뒤집힘,2,36,5.6
11. 기타 토목공사,11.1 부대 토목 작업,굴착기,맞음,2,36,5.6
11. 기타 토목공사,11.1 부대 토목 작업,기타구조물,깔림 뒤집힘,2,36,5.6
11. 기타 토목공사,11.1 부대 토목 작업,"각재(파이프,강관,합판)",맞음,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,굴착기,끼임,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,굴착기,맞음(낙하물체),1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,기타건설장비,깔림 뒤집힘,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,기타구조물,끼임,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,기타구조물,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,"기타자재(내부마감재,시멘트,마대)",끼임,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,로울러,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,분류불능,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,분류불능,원인미상,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,비계,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,이동식크레인,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,작업발판/가설계단,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,콘크리트펌프카,맞음,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,토사,떨어짐,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,트럭,깔림 뒤집힘,1,36,2.8
11. 기타 토목공사,11.1 부대 토목 작업,트럭,떨어짐,1,36,2.8
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,엘리베이터피트,떨어짐,7,32,21.9
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,기계설비,끼임,6,32,18.8
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,기계설비,떨어짐,5,32,15.6
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,개구부(기타개구부),떨어짐,3,32,9.4
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,작업발판/가설계단,떨어짐,2,32,6.2
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,"지붕(처마,홈통)",떨어짐,2,32,6.2
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,개구부(바닥개구부),떨어짐,1,32,3.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,굴착기,부딪힘 접촉,1,32,3.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,기계설비,부딪힘 접촉,1,32,3.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,기타건설기계기구,끼임,1,32,3.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,"기타자재(내부마감재,시멘트,마대)",떨어짐,1,32,3.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,분류불능,떨어짐,1,32,3.1
"5. 전기, 기계설비공사",5.3 엘리베이터 설치 작업,용접(단)기,깔림 뒤집힘,1,32,3.1
7. 도로 및 포장공사,7.1 포장 작업,트럭,깔림 뒤집힘,11,31,35.5
7. 도로 및 포장공사,7.1 포장 작업,로울러,깔림 뒤집힘,6,31,19.4
7. 도로 및 포장공사,7.1 포장 작업,기타건설장비,깔림 뒤집힘,5,31,16.1
7. 도로 및 포장공사,7.1 포장 작업,굴착기,깔림 뒤집힘,2,31,6.5
7. 도로 및 포장공사,7.1 포장 작업,개구부(바닥개구부),떨어짐,1,31,3.2
7. 도로 및 포장공사,7.1 포장 작업,굴착기,부딪힘 접촉,1,31,3.2
7. 도로 및 포장공사,7.1 포장 작업,기계설비,떨어짐,1,31,3.2
7. 도로 및 포장공사,7.1 포장 작업,기타구조물,깔림 뒤집힘,1,31,3.2
7. 도로 및 포장공사,7.1 포장 작업,바닥(바닥에 걸려 넘어짐),무너짐,1,31,3.2
7. 도로 및 포장공사,7.1 포장 작업,트럭,떨어짐,1,31,3.2
7. 도로 및 포장공사,7.1 포장 작업,트럭,부딪힘 접촉,1,31,3.2
2. 철근콘크리트공사,2.2 갱폼 작업,비계(일체형비계),떨어짐,8,26,30.8
2. 철근콘크리트공사,2.2 갱폼 작업,거푸집,떨어짐,7,26,26.9
2. 철근콘크리트공사,2.2 갱폼 작업,고정식크레인,떨어짐,2,26,7.7
2. 철근콘크리트공사,2.2 갱폼 작업,비계,떨어짐,2,26,7.7
2. 철근콘크리트공사,2.2 갱폼 작업,거푸집,끼임,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,거푸집,맞음,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,고정식크레인,맞음,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,동바리,떨어짐,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,용접(단)기,화재,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,작업발판/가설계단,떨어짐,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,작업발판/가설계단,맞음,1,26,3.8
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",지게차,부딪힘 접촉,3,25,12.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",이동식크레인,깔림 뒤집힘,2,25,8.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",이동식크레인,끼임,2,25,8.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",트럭,부딪힘 접촉,2,25,8.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",교통수단,깔림 뒤집힘,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",교통수단,부딪힘 접촉,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",굴착기,깔림 뒤집힘,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",굴착기,끼임,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",굴착기,부딪힘 접촉,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",기타구조물,떨어짐,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)","기타자재(내부마감재,시멘트,마대)",끼임,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",엘리베이터피트,떨어짐,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",이동식크레인,맞음,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",지게차,깔림 뒤집힘,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",지게차,끼임,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",지게차,떨어짐,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",트럭,깔림 뒤집힘,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",트럭,끼임,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",트럭,떨어짐,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",트럭,맞음,1,25,4.0
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,로울러,깔림 뒤집힘,5,23,21.7
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,트럭,깔림 뒤집힘,5,23,21.7
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,굴착기,깔림 뒤집힘,3,23,13.0
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,교통수단,부딪힘 접촉,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타가설구조물,떨어짐,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타건설장비,깔림 뒤집힘,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타건설장비,끼임,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타건설장비,무너짐,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타구조물,깔림 뒤집힘,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타구조물,무너짐,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,로울러,떨어짐,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,이동식크레인,깔림 뒤집힘,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,트럭,무너짐,1,23,4.3
12. 공통공사,12.3 가설전기 작업,충전부,감전,3,12,25.0
12. 공통공사,12.3 가설전기 작업,용접(단)기,화재,2,12,16.7
12. 공통공사,12.3 가설전기 작업,고소작업대,떨어짐,1,12,8.3
12. 공통공사,12.3 가설전기 작업,굴착기,깔림 뒤집힘,1,12,8.3
12. 공통공사,12.3 가설전기 작업,물,익사,1,12,8.3
12. 공통공사,12.3 가설전기 작업,사다리,떨어짐,1,12,8.3
12. 공통공사,12.3 가설전기 작업,작업발판/가설계단,떨어짐,1,12,8.3
12. 공통공사,12.3 가설전기 작업,전주,떨어짐,1,12,8.3
12. 공통공사,12.3 가설전기 작업,천장(판넬 등 마감재),떨어짐,1,12,8.3
10. 하천 및 항만공사,"10.2 수중, 해상공사",물,보호구 이상,6,11,54.5
1. 토공사,1.4 되메움 작업,트럭,깔림 뒤집힘,4,11,36.4
1. 토공사,1.4 되메움 작업,굴착기,깔림 뒤집힘,1,11,9.1
1. 토공사,1.4 되메움 작업,굴착기,부딪힘 접촉,1,11,9.1
1. 토공사,1.4 되메움 작업,분류불능,원인미상,1,11,9.1
1. 토공사,1.4 되메움 작업,암석,깔림 뒤집힘,1,11,9.1
1. 토공사,1.4 되메움 작업,철골(철골자재),깔림 뒤집힘,1,11,9.1
1. 토공사,1.4 되메움 작업,철골(철골자재),끼임,1,11,9.1
1. 토공사,1.4 되메움 작업,토사,무너짐,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",굴착기,깔림 뒤집힘,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",기타건설장비,떨어짐,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",용접(단)기,폭발,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",이동식크레인,맞음,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",절단기/톱,맞음,1,11,9.1
9. 터널공사,9.2 터널 굴착 작업,암석,맞음,4,7,57.1
11. 기타 토목공사,11.2 가설도로 작업,수목,깔림 뒤집힘,3,7,42.9
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,전주,떨어짐,2,7,28.6
11. 기타 토목공사,11.2 가설도로 작업,로울러,떨어짐,1,7,14.3
11. 기타 토목공사,11.2 가설도로 작업,수목,맞음,1,7,14.3
11. 기타 토목공사,11.2 가설도로 작업,토사,깔림 뒤집힘,1,7,14.3
11. 기타 토목공사,11.2 가설도로 작업,트럭,부딪힘 접촉,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,굴착기,끼임,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,굴착기,맞음,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,굴착기,부딪힘 접촉,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,충전부,감전,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,화학물질,산소결핍 질식,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,개구부(기타개구부),떨어짐,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,거푸집,떨어짐,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,교통수단,떨어짐,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,기타건설장비,떨어짐,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,비계,떨어짐,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,작업발판/가설계단,떨어짐,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,1,7,14.3
9. 터널공사,9.2 터널 굴착 작업,기타건설장비,끼임,1,7,14.3
9. 터널공사,9.2 터널 굴착 작업,작업발판/가설계단,끼임,1,7,14.3
9. 터널공사,9.2 터널 굴착 작업,토사,끼임,1,7,14.3
10. 하천 및 항만공사,10.1 준설매립,슬라브단부,떨어짐,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,원인미상,넘어짐,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,트럭,끼임,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,화학물질,유해위험물질 노출 접촉,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,고소작업대,끼임,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,암석,무너짐,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,이동식비계,떨어짐,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,1,4,25.0
1. 토공사,1.6 그라우팅작업,기타건설장비,떨어짐,1,2,50.0
1. 토공사,1.6 그라우팅작업,기타건설장비,맞음(낙하물체),1,2,50.0
12. 공통공사,12.4 가설플랜트 작업,기계설비,맞음,1,2,50.0
12. 공통공사,12.4 가설플랜트 작업,기타건설장비,끼임,1,2,50.0
8. 교량공사,8.1 슬립폼(슬라이딩폼) 작업,개구부(기타개구부),떨어짐,1,2,50.0
8. 교량공사,8.1 슬립폼(슬라이딩폼) 작업,거푸집,깔림 뒤집힘,1,2,50.0
9. 터널공사,9.1 라이닝 거푸집 작업,"기타자재(내부마감재,시멘트,마대)",맞음,1,2,50.0
9. 터널공사,9.1 라이닝 거푸집 작업,트럭,부딪힘 접촉,1,2,50.0
9. 터널공사,9.4 수직구 작업,굴착기,깔림 뒤집힘,1,2,50.0
9. 터널공사,9.4 수직구 작업,흙막이가시설,떨어짐,1,2,50.0
1. 토공사,1.5 발파 작업,암석,맞음,1,1,100.0
11. 기타 토목공사,11.5 특수댐 작업,분류불능,끼임,1,1,100.0
8. 교량공사,8.3 PSC 교량 작업,기타구조물,맞음,1,1,100.0
8. 교량공사,8.4 특수교량 작업,"각재(파이프,강관,합판)",깔림 뒤집힘,1,1,100.0
9. 터널공사,9.5 갱구부 작업,기타건설장비,끼임,1,1,100.0
9. 터널공사,9.6 특수터널 작업,철골(철골자재),맞음,1,1,100.0
